Case Number,Nature of Offense,Date/Time Occurred,Date Reported,Incident Location,Disposition
UM 23-062386,Driving After Revocation,03/15/2023 1744,03/15/23,5th St SE / 15th Ave SE,Closed - Cited
UM 23-062471,Recover Property,03/15/2023 1200,03/15/23,516 15th Ave SE,Closed
UM 23-062561,Flee Officer on Foot,03/15/2023 2043,03/15/23,4th St SE / 13th Ave SE,Closed - Cited
UM 23-062664,Obstruct Legal Process,03/15/2023 2321,03/15/23,390 29th Ave SE,CARLSON
CL23-033,Liquor Law Violation x 5,01/26/2023,0,03/14/23,17th Ave Hall,Disciplinary Referral
CL23-034,Liquor Law Violation x 7,01/27/2023,0,03/14/23,Middlebrook Hall,Disciplinary Referral
CL23-035,Stalking,Fall 2022,03/14/23,Minneapolis Campus,CSA Report
CL23-036,Drug Law Violation,02/03/2023,0,03/14/23,Centennial Hall,Disciplinary Referral
CL23-037,Rape,09/18/2022,0,03/14/23,Territorial Hall,CSA Report
CL23-038,Liquor Law Violation,12/09/2022,0,03/14/23,17th Ave Hall,Disciplinary Referral
CL23-039,Fondling,Unknown,03/14/23,Minneapolis Fraternity,CSA Report
CL23-040,Liquor Law Violation x 2,12/15/2022,0,03/14/23,Centennial Hall,Disciplinary Referral
CL23-041,Stalking,Fall 2022,03/14/23,St. Paul Campus,CSA Report
CL23-042,Liquor Law Violation,02/25/2023,0,03/14/23,Territorial Hall,Disciplinary Referral
CL23-043,Liquor Law Violation x 2,03/07/2023,0,03/14/23,Radius Apartments,Disciplinary Referral
CL23-044,Liquor Law Violation x 2,03/08/2023,0,03/14/23,Radius Apartments,Disciplinary Referral
CL23-045,Liquor Law Violation x 2,03/08/2023,0,03/14/23,Radius Apartments,Disciplinary Referral
CL23-046,Liquor Law Violation x 4,03/08/2023,0,03/14/23,Radius Apartments,Disciplinary Referral
CL23-047,Liquor Law Violation,03/08/2023,0,03/14/23,Radius Apartments,Disciplinary Referral
CL23-048,Liquor Law Violation x 4,03/08/2023,0,03/14/23,Radius Apartments,Disciplinary Referral
CL23-049,Liquor Law Violation x 2,03/07/2023,0,03/14/23,Radius Apartments,Disciplinary Referral
CL23-050,Liquor Law Violation,03/07/2023,0,03/14/23,Radius Apartments,Disciplinary Referral
CL23-051,Liquor Law Violatoin,03/07/2023,0,03/14/23,Radius Apartments,Disciplinary Referral
CL23-052,Liquor Law Violation x 3,03/07/2023,0,03/14/23,Radius Apartments,Disciplinary Referral
CL23-053,Liquor law Violation x 3,03/07/2023,0,03/14/23,Radius Apartments,Disciplinary Referral
CL23-054,Drug Law Violation x 4,03/08/2023,0,03/14/23,Radius Apartments,Disciplinary Referral
CL23-055,Drug Law Violation x 2,03/07/2023,0,03/14/23,Radius Apartments,Disciplinary Referral
CL23-056,Drug Law Violation,03/11/2023,0,03/14/23,Radius Apartments,Disciplinary Referral
MP 23-57103,Hit and Run-Property Damage,03/09/2023,1647,03/14/23,Oak St SE & Fulton St SE,MPD
MP 23-702430,Hit and Run-Unattended Vehicle,03/08/2023,855,03/14/23,Ontario St SE & Fulton St SE,MPD
MP 23-702470,Hit and Run-Unattended Vehicle,03/08/2023,1804,03/14/23,Erie St SE & Essex St SE,MPD
UM 23-061174,Theft from Building,03/14/2023 1030,03/14/23,159 Pillsbury Dr SE,CARLSON
UM 23-061341,Damage to Motor Vehicle,03/14/2023 0900,03/14/23,2001 Bloomington Ave S,HUCK
UM 23-061437,Trespass,03/14/2023 1701,03/14/23,615 Washington Ave SE,Closed
UM 23-063162,Auto Theft,03/16/2023 1501,03/14/23,2067 Dudley Ave,Inactive
UM 23-060086,Crisis Intervention,03/13/2023 0425,03/13/23,615 Fulton St SE,Closed
UM 23-060175,Theft from Motor Vehicle / Damage to Motor,03/09/2023 0900,03/13/23,1250 Fifield St,Inactive
,Vehicle,,,
UM 23-060178,Theft of Motor Vehicle Parts,03/07/2023 1700,03/13/23,2829 University Ave SE,THOMAS
UM 23-060248,Motor Vehicle Accident Damage Report,03/13/2023 1050,03/13/23,410 Church St SE,Closed
UM 23-060490,Damage to Motor Vehicle,03/13/2023 1545,03/13/23,1625 4th St SE,Inactive
UM 23-060649,Trespass,03/13/2023 0158,03/13/23,501 Washington Ave SE,Closed
UM 23-060716,Suicide-Attempted,03/13/2023 2007,03/13/23,614 Delaware St SE,Closed
UM 23-060876,Crisis Intervention,03/13/2023 2330,03/13/23,2128 4th St S,Closed
UM 23-059173,Flee Police in Motor Vehicle / Hit/Run Property,03/11/2023 2358,03/12/23,11th Ave SE / 5th St SE,Inactive
,Damage,,,
UM 23-059316,Assault / Possess False/Alt DL / Consumption,03/12/2023 0447,03/12/23,417 Walnut St SE,Closed - Arrest
,of Liquor by Minor,,,
UM 23-059586,Unsecure Business,03/12/2023 1410,03/12/23,224 Church St SE,Closed
UM 23-059787,Auto Theft,03/12/2023 0443,03/12/23,1021 29th Ave SE,HUCK
UM 23-059822,Warrant,03/12/2023 1925,03/12/23,1458 Cleveland Ave N,Closed - Arrest
UM 23-058307,Trespass,03/10/2023 2357,03/11/23,80 Church St SE,Closed - Arrest
UM 23-058421,Trespass,03/11/2023 0342,03/11/23,401 Oak St SE,Closed
UM 23-057406,Warrant,03/09/2023 2325,03/10/23,Church St SE / Pillsbury Dr SE,Closed - Arrest
UM 23-057464,Driving After Suspension,03/10/2023 0109,03/10/23,Oak St SE / University Ave SE,Closed - Cited
UM 23-057940,Trespass / Miscellaneous,03/10/2023 1622,03/10/23,300 Washington Ave SE,Closed
UM 23-058120,Non- Vehicular Accident,03/10/2023 2023,03/10/23,123 Harvard St SE,Closed
UM 23-058140,Driving After Revocation,03/10/2023 2049,03/10/23,Interstate 35W SB / Hennepin Ave,Closed - Cited
,,,E,
UM 23-058144,Use of Force,03/10/2023 1709,03/10/23,711 8th ST SE,Closed
UM 23-056764,Damage to Motor Vehicle,03/08/2023 1700,03/09/23,1250 Fifield St,HUCK
UM 23-056850,Narcotics Violation / Trespass / False Info /,03/09/2023 1012,03/09/23,615 Washington Ave SE,CARLSON
,Warrant,,,
UM 23-055989,Burglary of Business,03/04/2023 1400,03/08/23,1458 Cleveland Ave N,THOMAS
UM 23-056287,Warrant,03/08/2023 1812,03/08/23,500 Pillsbury Dr SE,FARRAR
UM 23-053887,Motor Vehicle Accident Damage Report,03/04/2023 2300,03/06/23,501 Washington Ave SE,Inactive
UM 23-054224,Crisis Intervention,03/06/2023 1120,03/06/23,425 20th Ave S,Closed
UM 23-054418,Lost Property/No Crime,03/03/2023 0430,03/06/23,511 Washington Ave SE,Closed
UM 23-051753,Obstruct Legal Process / Use of Force,03/04/2023 0058,03/04/23,716 Washington Ave SE,Closed - Cited
UM 23-051773,No Valid Drivers License,03/04/2023 0128,03/04/23,4th St SE / Oak St SE,Closed - Cited
UM 23-052566,Disorderly Conduct / Trespass / Obstruct Legal,03/04/2023 2208,03/04/23,615 Washington Ave SE,Closed - Arrest
,Process / Warrant,,,
MP 23-702286,Theft of Motor Vehicle Parts,03/02/2023,5,03/03/23,412 22nd Ave SE,MPD
UM 23-050705,Possession of False/ Alt DL,03/03/2023 0016,03/03/23,17th Ave SE / University Ave SE,Closed - Cited
UM 23-050741,Miscellaneous,03/03/2023 0103,03/03/23,2609 4th St SE,Inactive
UM 23-050866,Miscellaneous,03/03/2023 0651,03/03/23,501 Washington Ave SE,Active
UM 23-050887,Theft,03/03/2023 0735,03/03/23,615 Washington Ave SE,CARLSON
UM 23-051026,Motor Vehicle Accident Damage Report,03/03/2023 1100,03/03/23,615 Fulton Ave SE,Closed
UM 23-051047,Trespass,03/03/2023 1136,03/03/23,701 Fulton St SE,Closed
UM 23-051348,Crisis Intervention,03/03/2023 1752,03/03/23,200 Union St SE,Closed
UM 23-051363,Auto Theft,03/03/2023 1743,03/03/23,1811 5th St SE,CARLSON
MP 23-702079,Theft,02/27/2023,0,03/02/23,Washington Ave SE & Ontario St,MPD
,,,SE,
MP 23-702157,Theft from Motor Vehicle,03/01/2023,1001,03/02/23,19th Ave S & Riverside Ave,MPD
UM 23-049821,Narcotics Violation / Trespass / Warrant,03/02/2023 0026,03/02/23,300 19th Ave S,FARRAR
UM 23-049850,Register Sex Offender Violation,03/02/2023 0138,03/02/23,2565 4th St SE,CARLSON
UM 23-049906,Trespass,03/02/2023 0600,03/02/23,80 Church St SE,Closed - Cited
UM 23-050301,Recovered Vehicle,03/02/2023 1620,03/02/23,1849 Washington Ave S,Jurisdiction Transfer
UM 23-050313,Assist Other Agency / Use of Force,03/02/2023 1632,03/02/23,551 Washington Ave SE,Jurisdiction Transfer
UM 23-050347,Driving After Revocation,03/02/2023 1701,03/02/23,Riverside Ave / 19th Ave S,Closed - Cited
UM 23-050608,Flee in Motor Vehicle,03/02/2023 2222,03/02/23,13th Ave SE / Hennepin Ave E,Closed
UM 23-049052,Lost Property/No Crime,02/24/2023 1200,03/01/23,Unknown Address,Closed
UM 23-049134,Warrant,03/01/2023 0900,03/01/23,257 19th Ave S,Closed
UM 23-049384,Crisis Intervention,03/01/2023 1429,03/01/23,1 Washington Ave SE,Closed
UM 23-049536,Driving after Revocation,03/01/2023 1747,03/01/23,17th Ave SE / 4th St SE,Closed - Cited
UM 23-049657,Theft from Building,03/01/2023 1820,03/01/23,615 Washington Ave SE,CARLSON
UM 23-048210,Damage to Property,02/27/2023 1700,02/28/23,615 Fulton St SE,Inactive
UM 23-048460,Trespass,02/28/2023 1440,02/28/23,1815 4th St SE,Closed - Cited
UM 23-048513,Theft from Motor Vehicle,02/28/2023 0950,02/28/23,601 Delaware St SE,Inactive
UM 23-048538,Miscellaneous,02/28/2023 1612,02/28/23,229 19th Ave S,Closed
UM 23-048717,Hit and Run Property Damage,02/28/2023 0930,02/28/23,1458 Cleveland Ave N,Inactive
UM 23-047236,Damage to Motor Vehicle,02/24/2023 1430,02/27/23,2535 4th ST SE,CARLSON
UM 23-047249,Auto Theft,02/25/2023 2118,02/27/23,2535 4th St SE,CARLSON
UM 23-047271,Auto Theft,02/27/2023 0500,02/27/23,2535 4th St SE,CARLSON
UM 23-047279,Miscellaneous,02/27/2023 0815,02/27/23,1866 Dudley Ave,Closed
UM 23-047395,Damage to Property,02/24/2023 0700,02/27/23,615 Fulton St SE,Inactive
UM 23-047493,Flee Police in Motor Vehicle / Flee on Foot /,02/27/2023 1302,02/27/23,University Ave SE / 27th Ave SE,THOMAS
,Warrant,,,
UM 23-047653,Health Welfare Hold,02/27/2023 1615,02/27/23,300 19th Ave S,Closed
UM 23-046752,Damage to Motor Vehicle,02/24/2023 1930,02/26/23,401 Oak St SE,Inactive
UM 23-045537,Unsecure Business,02/25/2023 0142,02/25/23,123 Harvard St SE,Closed
UM 23-044783,Damage to Property,02/23/2023 2200,02/24/23,615 Washington Ave SE,Inactive
UM 23-044879,Miscellaneous,01/24/2023 1200,02/24/23,500 Harvard St SE,Inactive
UM 23-045043,Miscellaneous,02/24/2023 1430,02/24/23,1458 Cleveland Ave N,Closed
UM 23-045086,Non-Vehicluar Accident,02/24/2023 1519,02/24/23,123 Harvard St SE,Closed
UM 23-045434,Crisis Intervention,02/24/2023 2311,02/24/23,500 Harvard St SE,Closed
UM 23-045460,Driving After Revocation,02/24/2023 2351,02/24/23,4th St SE /,Closed - Cited
UM 23-043997,Theft,02/23/2023 0337,02/23/23,701 Fulton St SE,LAPP
UM 23-044275,Theft from Motor,02/21/2023 0930,02/23/23,501 Washington Ave SE,Inactive
MP 23-42648,Hit and Run-Property Damage,02/21/2023,1431,02/22/23,2450 Riverside Ave,MPD
MP 23-701931,Hit and Run-Property Damage,02/07/2023,641,02/22/23,Huron Blvd SE & University Ave,MPD
,,,SE,
UM 23-042679,Miscellaneous,01/18/2023 1200,02/22/23,300 Washington Ave SE,Closed
UM 23-043662,Trepass,02/22/2023 1844,02/22/23,501 Washington Ave SE,CARLSON
UM 23-043856,Bike Theft,02/22/2023 1300,02/22/23,421 Washington Ave SE,Inactive
MP 23-41165,Terroristic Threats,02/18/2023,200,02/20/23,University Ave SE & 15th Ave SE,MPD
UM 23-041829,Theft from Building / Damage to Property,02/17/2023 2100,02/20/23,417 Walnut St SE,Inactive
UM 23-041829,Theft from Building,02/20/2023 1315,02/20/23,206 Church St SE,Inactive
UM 23-041871,Wire Fraud,02/15/2023 0000,02/20/23,300 Washington Ave SE,Inactive
UM 23-041943,Miscellaneous,02/19/2023 1400,02/20/23,500 Harvard St SE,Closed
UM 23-042000,Auto Theft,02/20/2023 1755,02/20/23,600 Block Fulton St SE,THOMAS
UM 23-042033,Auto Theft,02/20/2023 1100,02/20/23,2535 4th St SE,Inactive
UM 23-042067,Recovered Property,02/20/2023 1931,02/20/23,2535 4th St SE,Closed
UM 23-042543,Crisis Intervention,02/20/2023 1600,02/20/23,420 Washington Ave SE,Closed
UM 23-040925,Health Welfare Hold,02/19/2023 0945,02/19/23,500 Harvard St SE,Closed
UM 23-041252,Miscellaneous,02/19/2023 1933,02/19/23,Fulton St SE / Oak St SE,THOMAS
UM 23-041348,Trepass,02/19/2023 2201,02/19/23,501 Washington Ave SE,Closed - Cited
UM 23-039965,Recovered Property,02/18/2023 0730,02/18/23,500 Harvard St SE,Closed
UM 23-040283,Driving After Suspension,02/18/2023 1623,02/18/23,1830 University Ave W,Closed - Cited
UM 23-040296,Auto Theft,02/18/2023 1540,02/18/23,1536 Cleveland Ave N,Inactive
UM 23-040300,Trespass,02/18/2023 1636,02/18/23,111 Church St SE,CARLSON
UM 23-040592,Theft from Building,02/18/2023 2301,02/18/23,257 19th Ave S,Inactive
UM 23-038883,Miscellaneous,02/16/2023 2317,02/17/23,505 Washington Ave S,FARRAR
UM 23-039387,Warrant,02/17/2023 1524,02/17/23,501 Washington Ave SE,CARLSON
UM 23-039478,Theft from Building,02/17/2023 1615,02/17/23,110 Union St SE,Inactive
UM 23-039720,Damage to Property,02/17/2023 2000,02/17/23,385 River Pkwy E,Inactive
MP 23-27287,Hit and Run-No Injury,02/15/2023,950,02/16/23,University Ave SE & 25th Ave SE,MPD
MP 23-35872,Hit and Run-Property Damage,2/14/2023,11::00 AM,02/16/23,5th St S & Riverside Ave,MPD
MP 23-701707,Damage to Property,02/11/2023,1925,02/16/23,1625 University Ave SE,MPD
UM 23-038313,Theft from Building,02/16/2023 0200,02/16/23,701 Fulton St SE,Inactive
UM 23-038524,Trespass,02/16/2023 1551,02/16/23,309 19th Ave S,Closed
UM 23-038789,Asist to Other Agency,02/16/2023 1834,02/16/23,200 Oak St SE,Closed
UM 23-037270,No Insurance on Motor Vehicle,02/15/2023 0925,02/15/23,4th St SE / 16th Ave SE,Closed - Cited
UM 23-037340,Theft from Building,02/15/2023 1058,02/15/23,326 17th Ave SE,LAPP
UM 23-037878,Trespass,02/15/2023 2058,02/15/23,301 19th Ave S,Closed
UM 23-036508,Trespass,02/14/2023 1036,02/14/23,200 Union St SE,Closed
UM 23-036539,Criminal Sexual Conduct - Molest,02/07/2023 1200,02/14/23,500 Harvard St SE,FARRAR
UM 23-036565,Bike Theft,02/14/2023 0330,02/14/23,1122 University Ave SE,HUCK
UM 23-036602,Theft from Motor Vehicle / Damage to Motor,02/10/2023 1500,02/14/23,401 Oak St SE,Inactive
,Vehicle,,,
UM 23-036754,Miscellaneous,02/14/2023 1600,02/14/23,225 19th Ave SE,Closed - Cited
UM 23-037012,Miscellaneous,02/14/2023 2231,02/14/23,500 Harvard St SE,Closed
MP 23-33204,Auto Theft,02/10/2023,1330,02/13/23,Oak St SE & Washington Ave SE,MPD
UM 23-035549,Damage to Motor Vehicle,02/08/2023 1730,02/13/23,401 Oak St SE,Inactive
UM 23-035671,Theft from Building / Damage to Property,02/10/2023 1630,02/13/23,701 Fulton St SE,Inactive
UM 23-035721,Crisis Intervention,02/13/2023 1235,02/13/23,614 Delaware St SE,Closed
UM 23-035816,Theft from Building,02/13/2023 1100,02/13/23,417 Walnut St SE,Inactive
UM 23-035868,Damage to Property,02/13/2023 1534,02/13/23,300 19th Ave S,FARRAR
UM 23-035879,Theft of Motor Vehicle Parts,01/17/2023 0000,02/13/23,401 Oak St SE,Inactive
UM 23-035914,Theft,02/13/2023 1250,02/13/23,123 Harvard St SE,Inactive
UM 23-034603,Traffic Law Enforcement / No Driver's License,02/12/2023 0052,02/12/23,620 Central Ave NE,Closed - Cited
UM 23-035014,Theft from Motor Vehicle / Damage to Motor,02/12/2023 0200,02/12/23,2721 4th St SE,CARLSON
,Vehicle,,,
UM 23-035129,Domestic Threat,02/08/2023 0000,02/12/23,500 Harvard St SE,THOMAS
UM 23-035208,Terroristic Threats,02/12/2023 1800,02/12/23,701 Fulton St SE,HUCK
UM 23-035319,Damage to Property,02/12/2023 2003,02/12/23,1 Washington Ave SE,CARLSON
UM 23-033838,Possession of Injection Equipment / Warrant,02/11/2023 0336,02/11/23,2829 University Ave SE,Closed - Arrest
UM 23-034028,Damage to Property,02/10/2023 1630,02/11/23,417 Walnut St SE,Closed
UM 23-034213,Auto Theft,02/11/2023 1609,02/11/23,615 Washington Ave SE,CARLSON
UM 23-034395,No Driver's License,02/11/2023 2023,02/11/23,Huron Blvd SE / Essex St SE,Closed -Cited
UM 23-034492,Possess False/ Alt Driver's License,02/11/2023 2240,02/11/23,700 Washington Ave SE,Closed - Cited
UM 23-032827,Trespass,02/10/2023 0019,02/10/23,501 Washington Ave SE,Closed - Cited
UM 23-032916,Trespass / Use of Force,02/10/2023 0345,02/10/23,501 Washington Ave SE,Closed - Cited
UM 23-033157,Miscellaneous,08/01/2022 0000,02/10/23,883 29th Ave SE,CARLSON
MP 23-27492,Domestic Assault,02/03/2023,1134,02/09/23,14th Ave SE & 4th St SE,MPD
MP 23-27744,Hit and Run-No Injury,02/04/2023,1057,02/09/23,Harvard St SE & Washington Ave,MPD
,,,SE,
MP 23-30763,Hit and Run-Property Damage,02/07/2023,1430,02/09/23,Oak St SE & Fulton St SE,MPD
MP 23-701432,Theft,01/02/2023,1300,02/09/23,25th Ave S & Riverside Ave,MPD
MP 23-701450,Package Theft,02/03/2023,1000,02/09/23,526 22nd Ave S,MPD
UM 23-032330,Theft from Building,02/09/2023 1300,02/09/23,178 Pillsbury Dr SE,Inactive
UM 23-032465,Damage to Motor Vehicle,02/09/2023 1534,02/09/23,2829 University Ave SE,CARLSON
UM 23-032592,Health Welfare Hold,02/09/2023 1920,02/09/23,701 Fulton St SE,Closed
UM 23-031406,Trespass,02/08/2023 1300,02/08/23,615 Washington Ave SE,Closed - Cited
UM 23-031456,Bike Theft,02/08/2023 1346,02/08/23,116 Church St,CARLSON
UM 23-031573,Aggravated Robbery of Person,02/08/2023 1637,02/08/23,2001 Bloomington Ave,Continued
UM 23-031669,Hit and Run Property Damage,02/08/2023 0920,02/08/23,401 Oak St SE,Inactive
UM 23-031734,Suspicious Fire,02/08/2023 1936,02/08/23,15 Church St SE,CARLSON
UM 23-031776,Driving While Intoxicated-Refusal,02/08/2023 2024,02/08/23,5th St SE / 17th Ave SE,CARLSON
UM 23-031796,Health Welfare Hold,02/08/2023 2050,02/08/23,Church St SE / Pillsbury Dr SE,Closed
UM 23-029926,Trepass,02/06/2023 1730,02/07/23,501 Washington Ave SE,Closed - Arrest
UM 23-030212,Warrant,02/07/2023 0033,02/07/23,501 Washington Ave SE,Closed - Arrest
UM 23-030270,Damage to Property,02/07/2023 0250,02/07/23,2829 University Ave SE,CARLSON
UM 23-030307,Aggravated Robbery of Person,02/07/2023 0625,02/07/23,Harvard St / Washington Ave SE,CARLSON
UM 23-030462,Non-Vehicular Accident,02/07/2023 1000,02/07/23,500 Harvard St SE,Closed
UM 23-030578,Theft of Motor Vehicle Parts,02/07/2023 0600,02/07/23,1002 Essex St SE,THOMAS
UM 23-030599,Criminal Sexual Conduct - Rape,10/01/1997 1000,02/07/23,315 Pillsbury Dr SE,FARRAR
UM 23-030600,Theft from Building,02/03/2023 1630,02/07/23,614 Delaware St SE,Inactive
UM 23-030621,Theft from Building,02/03/2023 1630,02/07/23,701 Fulton St SE,Inactive
UM 23-030745,Damage to Property,02/06/2023 1842,02/07/23,1336 Gortner Ave,Inactive
UM 23-030911,Driving While Intoxicated,02/07/2023 2007,02/07/23,2088 Larpenteur Ave W,LAPP
UM 23-029657,Theft from Building,02/06/2023 1100,02/06/23,206 Church St SE,LAPP
UM 23-029678,Miscellaneous,02/04/2023 1530,02/06/23,505 Washington Ave SE,Closed
UM 23-029785,Non-Vehicular Accident,02/06/2023 1519,02/06/23,229 19th Ave S,Closed
UM 23-029960,Bike Theft,02/06/2023 1610,02/06/23,9 Pleasant St SE,Closed
UM 23-030041,Auto Theft,02/05/2023 2200,02/06/23,390 29th Ave SE,Closed
UM 23-029155,Trespass,02/05/2023 2132,02/05/23,615 Washington Ave SE,Closed - Arrest
UM 23-027584,Warrant,02/04/2023 0217,02/04/23,300 19th Ave S,Closed - Arrest
UM 23-027959,Warrant,02/04/2023 1703,02/04/23,615 Washington Ave SE,Closed - Arrest
UM 23-028193,Miscellaneous,02/04/2023 2223,02/04/23,615 Washington Ave SE,Closed
UM 23-027005,Damage to Motor Vehicle,02/02/2023 1500,02/03/23,80 Church St,Inactive
UM 23-027498,Theft / Damage to Property,03/03/2023 2230,02/03/23,420 Delaware St SE,THOMAS
UM 23-025862,Recovered Vehicle,02/02/2023 0000,02/02/23,606 Oak St SE,Closed
UM 23-025899,Theft from Building,01/27/2023 1530,02/02/23,222 Pleasant St SE,CARLSON
UM 23-025949,Auto Theft,02/02/2023 0815,02/02/23,1002 Essex St SE,Inactive
UM 23-026112,Miscellaneous,12/14/2022 1200,02/02/23,224 Church St SE,CARLSON
UM 23-026113,Auto Theft,02/02/2023 0805,02/02/23,22nd Ave S / Riverside Ave,Inactive
UM 23-026152,Auto Theft / Flee Officer in Motor Vehicle,02/02/2023 1430,02/02/23,1002 Essex St SE,Inactive
UM 23-026171,Theft of Motor Vehicle Parts,02/02/2023 1430,02/02/23,1625 4th St SE,Inactive
UM 23-026176,Trespass,02/02/2023 1519,02/02/23,200 Union St SE,Closed
UM 23-026387,Blackmail,02/02/2023 2004,02/02/23,615 Fulton St SE,Inactive
UM 23-024922,Health Welfare Hold,02/01/2023 0200,02/01/23,1122 University Ave SE,Closed
UM 23-024953,Assault,02/01/2023 0518,02/01/23,500 Harvard St SE,THOMAS
UM 23-025009,Recover Property,01/31/2023 1730,02/01/23,2001 Bloomington Ave,Closed
UM 23-025038,Auto Theft,02/01/2023 0753,02/01/23,2001 Bloomington Ave,HUCK
UM 23-025154,Recover Property,01/31/2023 1049,02/01/23,505 Washington Ave SE,Closed
UM 23-025332,Theft from a Building,02/01/2023 1000,02/01/23,116 Church St SE,Inactive
UM 23-025334,Auto Theft,02/01/2023 0900,02/01/23,2001 Bloomington Ave,HUCK
UM 23-025452,Theft from a Motor Vehicle,02/01/2023 1801,02/01/23,2275 Larpenteur Ave W,Inactive
UM 23-024027,Robbery of Person,01/31/2023 0045,01/31/23,615 Washington Ave SE,THOMAS
UM 23-024100,Missing Person,01/30/2023 1800,01/31/23,701 15th Ave SE,Closed
UM 23-024501,Miscellaneous,11/13/2023 0800,01/31/23,614 Centennial Hall,FARRAR
UM 23-024772,Warrant,01/31/2023 2017,01/31/23,500 Harvard St SE,Closed-Arrest
CL23-013,Fondling,October 2019,NR,01/30/23,Boynton,CSA Report
CL23-014,Liquor Law Violation,11/18/2022,17,01/30/23,Comstock Hall,Disciplinary Referral
CL23-015,Liquor Law Violation,12/9/2022,2000,01/30/23,Territorial Hall,Disciplinary Referral
CL23-016,Liquor Law Violation x 2,12/22/2022,2045,01/30/23,Comstock Hall,Disciplinary Referral
CL23-017,Liquor Law Violation,12/22/2022,2045,01/30/23,Pioneer Hall,Disciplinary Referral
CL23-018,Liquor Law Violation,12/22/2022,2145,01/30/23,Middlebrook Hall,Disciplinary Referral
CL23-019,Liquor Law Violation,12/22/2022,2100,01/30/23,Middlebrook Hall,Disciplinary Referral
CL23-020,Liquor Law Violation x 4,12/19/2022,1315,01/30/23,Radius Apartments,Disciplinary Referral
CL23-021,Liquor Law Violation,12/19/2022,1035,01/30/23,Radius Apartments,Disciplinary Referral
CL23-022,Fondling,9/22/2022,NR,01/30/23,St Paul Fraternity,CSA Report
CL23-023,Fondling,10/5/2022,NR,01/30/23,Bailey Hall,CSA Report
CL23-024,Stalking,10/5/2022,1130,01/30/23,Minneapolis Campus,CSA Report
